region,AGS,tooltip
"Lichtenau, Stadt",08216028,"In Leinfelden-Echterdingen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.6 erhöht."
Loffenau,08216029,"In Leingarten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 9.8 erhöht."
Muggensturm,08216033,"In Leiningen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.0 erhöht."
Ötigheim,08216039,"In Leinsweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 7.8 erhöht."
Ottersweier,08216041,"In Leinzell hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.4 erhöht."
"Rastatt, Stadt",08216043,"In Leipheim hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.6 erhöht."
Sinzheim,08216049,"In Leipzig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 9.0 erhöht."
Steinmauern,08216052,"In Leisel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
Weisenbach,08216059,"In Leisnig hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 9.4 erhöht."
Rheinmünster,08216063,"In Leitzweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
"Heidelberg, Stadt",08221000,"In Leiwen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.6 erhöht."
"Mannheim, Universitätsstadt",08222000,"In Leizen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 4.6 verringert."
"Adelsheim, Stadt",08225001,"In Lelkendorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 4.2 verringert."
Aglasterhausen,08225002,"In Lemberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 6.0 erhöht."
Billigheim,08225009,"In Lembruch hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 4.2 erhöht."
Binau,08225010,"In Lemförde hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 4.0 erhöht."
"Buchen (Odenwald), Stadt",08225014,"In Lemgo hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 4.4 erhöht."
Fahrenbach,08225024,"In Lemgow hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.8 auf 6.8 erhöht."
Hardheim,08225032,"In Lemnitz hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.6 erhöht."
Haßmersheim,08225033,"In Lemwerder hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.0 erhöht."
Höpfingen,08225039,"In Lengdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 7.6 erhöht."
Hüffenhardt,08225042,"In Lengede hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 5.4 erhöht."
Limbach,08225052,"In Lengenbostel hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.2 erhöht."
"Mosbach, Stadt",08225058,"In Lengenfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 5.8 erhöht."
Mudau,08225060,"In Lengenwang hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 4.0 erhöht."
Neckargerach,08225064,"In Lengerich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 5.0 erhöht."
Neckarzimmern,08225067,"In Lengerich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 6.0 erhöht."
Neunkirchen,08225068,"In Lengfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.0 erhöht."
Obrigheim,08225074,"In Lenggries hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.4 erhöht."
"Osterburken, Stadt",08225075,"In Lenne hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 3.2 erhöht."
Rosenberg,08225082,"In Lennestadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 2.4 erhöht."
Seckach,08225091,"In Lenningen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.0 erhöht."
"Walldürn, Stadt",08225109,"In Lensahn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 1.0 verringert."
Zwingenberg,08225113,"In Lenterode hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.2 erhöht."
"Ravenstein, Stadt",08225114,"In Lentföhrden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 4.0 verringert."
Schefflenz,08225115,"In Lenting hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.0 auf 7.6 erhöht."
Schwarzach,08225116,"In Lenzen (Elbe) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 5.6 verringert."
Elztal,08225117,"In Lenzerwische hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.8 auf 5.4 verringert."
Waldbrunn,08225118,"In Lenzkirch hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.2 auf 1.6 erhöht."
Altlußheim,08226003,"In Leonberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.6 erhöht."
Bammental,08226006,"In Leonberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.8 erhöht."
Brühl,08226009,"In Leopoldshagen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 4.0 erhöht."
Dielheim,08226010,"In Leopoldshöhe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 5.0 erhöht."
Dossenheim,08226012,"In Leopoldsreuter Wald hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.0 erhöht."
"Eberbach, Stadt",08226013,"In Letschin hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 9.8 erhöht."
Epfenbach,08226017,"In Lettweiler hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 6.4 erhöht."
"Eppelheim, Stadt",08226018,"In Leubsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 5.2 erhöht."
Eschelbronn,08226020,"In Leubsdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 6.0 erhöht."
Gaiberg,08226022,"In Leuchtenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.0 erhöht."
Heddesbach,08226027,"In Leun hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 3.8 erhöht."
Heddesheim,08226028,"In Leuna hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 8.8 erhöht."
Heiligkreuzsteinach,08226029,"In Leupoldsgrün hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.0 erhöht."
"Hemsbach, Stadt",08226031,"In Leutenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.4 auf 8.8 erhöht."
"Hockenheim, Stadt",08226032,"In Leutenbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 7.2 erhöht."
Ilvesheim,08226036,"In Leutenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 5.2 erhöht."
Ketsch,08226037,"In Leuterod hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.2 erhöht."
"Ladenburg, Stadt",08226038,"In Leutersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 6.6 erhöht."
Laudenbach,08226040,"In Leutersdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.4 erhöht."
"Leimen, Stadt",08226041,"In Leutershausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.4 erhöht."
Malsch,08226046,"In Leutesdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 5.2 erhöht."
Mauer,08226048,"In Leutkirch im Allgäu hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.0 erhöht."
Meckesheim,08226049,"In Levenhagen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 3.4 erhöht."
Mühlhausen,08226054,"In Leverkusen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 7.4 erhöht."
"Neckarbischofsheim, Stadt",08226055,"In Lewitzrand hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.2 auf 5.2 verringert."
"Neckargemünd, Stadt",08226056,"In Lexgaard hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 1.6 verringert."
Neidenstein,08226058,"In Lich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 5.8 erhöht."
Neulußheim,08226059,"In Lichtenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 3.6 erhöht."
Nußloch,08226060,"In Lichtenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.2 auf 9.0 erhöht."
Oftersheim,08226062,"In Lichtenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 7.0 erhöht."
Plankstadt,08226063,"In Lichtenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 8.2 erhöht."
"Rauenberg, Stadt",08226065,"In Lichtenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 3.2 erhöht."
Reichartshausen,08226066,"In Lichtenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 8.8 erhöht."
Reilingen,08226068,"In Lichtenberg/Erzgeb. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.0 erhöht."
Sandhausen,08226076,"In Lichtenborn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 3.4 erhöht."
"Schönau, Stadt",08226080,"In Lichtenfels hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.0 auf 2.0 erhöht."
Schönbrunn,08226081,"In Lichtenfels hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.0 erhöht."
"Schriesheim, Stadt",08226082,"In Lichtenstein hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.8 erhöht."
"Schwetzingen, Stadt",08226084,"In Lichtenstein/Sa. hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 7.0 erhöht."
"Sinsheim, Stadt",08226085,"In Lichtentanne hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.2 erhöht."
Spechbach,08226086,"In Lichtenwald hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.0 auf 8.2 erhöht."
"Waibstadt, Stadt",08226091,"In Lichterfeld-Schacksdorf hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 7.6 auf 10.2 erhöht."
"Walldorf, Stadt",08226095,"In Liebenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.0 auf 5.4 erhöht."
"Weinheim, Stadt",08226096,"In Liebenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.6 erhöht."
Wiesenbach,08226097,"In Liebenburg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 5.0 erhöht."
"Wiesloch, Stadt",08226098,"In Liebenscheid hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 2.6 erhöht."
Wilhelmsfeld,08226099,"In Liebenwalde hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.0 auf 7.2 erhöht."
Zuzenhausen,08226101,"In Lieberose hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 8.8 auf 10.0 erhöht."
Angelbachtal,08226102,"In Liebschützberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 10.6 erhöht."
St. Leon-Rot,08226103,"In Liebshausen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.0 erhöht."
Lobbach,08226104,"In Liebstadt hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 6.0 erhöht."
Edingen-Neckarhausen,08226105,"In Liederbach am Taunus hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.4 auf 8.0 erhöht."
Helmstadt-Bargen,08226106,"In Lieg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.0 erhöht."
Hirschberg an der Bergstraße,08226107,"In Lienen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 6.0 erhöht."
"Pforzheim, Stadt",08231000,"In Liepe hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.2 auf 7.8 erhöht."
"Altensteig, Stadt",08235006,"In Liepgarten hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 3.6 auf 4.4 erhöht."
Althengstett,08235007,"In Lierfeld hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 3.4 erhöht."
"Bad Liebenzell, Stadt",08235008,"In Lierschied hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 4.0 erhöht."
Dobel,08235018,"In Liesenich hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.0 erhöht."
Ebhausen,08235020,"In Lieser hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 4.8 erhöht."
Egenhausen,08235022,"In Lieth hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 2.2 verringert."
Enzklösterle,08235025,"In Lietzen hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.0 auf 9.0 erhöht."
Gechingen,08235029,"In Lietzow hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 2.0 verringert."
"Haiterbach, Stadt",08235032,"In Ließem hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.2 auf 4.2 erhöht."
"Bad Herrenalb, Stadt",08235033,"In Lilienthal hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 4.4 erhöht."
Höfen an der Enz,08235035,"In Limbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 5.0 erhöht."
"Nagold, Stadt",08235046,"In Limbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.8 erhöht."
"Neubulach, Stadt",08235047,"In Limbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.6 auf 6.6 erhöht."
Neuweiler,08235050,"In Limbach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 6.2 erhöht."
Oberreichenbach,08235055,"In Limbach-Oberfrohna hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 8.4 erhöht."
Ostelsheim,08235057,"In Limburg a.d.Lahn hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 4.4 erhöht."
Rohrdorf,08235060,"In Limburgerhof hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 5.4 auf 12.4 erhöht."
Schömberg,08235065,"In Limeshain hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.2 auf 8.4 erhöht."
Simmersfeld,08235066,"In Linau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.6 auf 4.8 erhöht."
Simmozheim,08235067,"In Lind hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 4.2 erhöht."
Unterreichenbach,08235073,"In Lind hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 3.4 erhöht."
"Bad Wildbad, Stadt",08235079,"In Linda b.Weida hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.8 auf 7.6 erhöht."
"Wildberg, Stadt",08235080,"In Lindach hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 2.0 auf 7.2 erhöht."
"Bad Teinach-Zavelstein, Stadt",08235084,"In Lindau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.2 auf 1.8 verringert."
"Calw, Stadt",08235085,"In Lindau (Bodensee) hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.8 auf 4.4 erhöht."
Birkenfeld,08236004,"In Lindberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 0.6 auf 3.2 erhöht."
Eisingen,08236011,"In Linden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 4.4 auf 2.2 verringert."
Engelsbrand,08236013,"In Linden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 5.6 erhöht."
Friolzheim,08236019,"In Linden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.6 auf 3.6 erhöht."
"Heimsheim, Stadt",08236025,"In Linden hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.4 auf 6.0 erhöht."
Illingen,08236028,"In Lindenau hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 9.2 erhöht."
Ispringen,08236030,"In Lindenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 1.8 auf 8.2 erhöht."
Kieselbronn,08236031,"In Lindenberg hat sich die durchschnittliche Zahl der Tage, an denen es zu heiß zum Lernen war, von 6.4 auf 4.6 verringert."
